tipo,potencia_watts,altura_metros,estado,sensores_luminosidad_lux,sensores_movimiento,sensores_temperatura_c,sensores_humedad_pct,eficiencia_lumens_por_watt,eficiencia_vida_util_restante_pct,registro_fecha_instalacion
Incandescente,100,8.39,Encendida,255,False,21.3,55.1,116.83,67.7,2023-07-28
Halógena,100,9.49,Encendida,100,False,31.0,65.5,101.96,38.6,2024-09-17
Incandescente,75,8.78,Fallando,122,False,21.1,49.7,90.41,89.5,2024-06-19
Halógena,75,7.34,Encendida,271,False,33.8,68.9,109.67,78.7,2024-05-19
Halógena,100,6.78,Apagada,245,False,32.3,77.1,93.0,89.9,2024-04-08
Halógena,50,9.36,Apagada,98,False,20.8,54.6,96.1,87.6,2023-10-16
Led,75,8.24,Encendida,218,True,20.5,67.4,128.25,84.2,2025-06-03
Halógena,50,9.25,Fallando,121,True,24.3,59.6,123.58,47.9,2024-01-30
Halógena,150,9.18,Apagada,191,False,26.8,72.3,111.83,54.6,2024-03-16
Halógena,75,8.87,Apagada,135,False,22.2,77.5,126.45,60.9,2023-12-14
Incandescente,150,9.47,Apagada,263,False,32.5,65.8,96.04,69.1,2024-12-09
Incandescente,150,7.67,Apagada,298,True,26.6,59.7,108.25,51.6,2023-10-12
Halógena,100,7.5,Apagada,239,False,31.6,57.8,92.2,64.4,2023-10-12
Led,100,7.76,Fallando,159,True,22.6,55.7,123.36,51.4,2024-05-26
Halógena,75,6.13,Fallando,59,False,32.2,75.3,128.85,78.1,2024-04-02
Incandescente,75,9.11,Encendida,242,True,20.2,49.8,103.67,51.7,2025-05-19
Led,100,7.3,Apagada,290,True,29.2,51.7,101.68,62.3,2025-03-17
Halógena,75,7.46,Apagada,226,True,28.3,71.6,123.69,68.6,2023-12-17
Halógena,75,9.31,Encendida,192,False,32.2,60.5,90.62,46.8,2025-04-06
Halógena,150,7.03,Fallando,195,False,28.6,54.7,96.02,77.7,2024-09-19
Led,75,8.39,Apagada,194,True,23.3,65.7,90.5,71.3,2025-04-05
Halógena,100,6.31,Apagada,82,False,29.8,78.7,99.76,87.8,2024-04-27
Halógena,50,6.78,Encendida,124,False,25.7,73.4,126.69,42.3,2024-09-19
Led,100,7.29,Encendida,203,False,22.3,54.8,123.78,47.4,2025-03-27
Incandescente,100,9.16,Encendida,120,False,27.1,44.2,114.24,81.3,2024-07-31
Led,100,9.38,Apagada,248,False,20.8,65.5,125.05,85.6,2024-12-30
Led,150,8.3,Apagada,261,True,33.2,58.1,126.55,48.6,2024-02-28
Halógena,150,8.8,Encendida,140,False,20.1,56.5,127.76,87.4,2024-04-16
Halógena,100,7.96,Fallando,125,True,25.5,73.0,124.17,67.3,2025-02-22
Incandescente,150,9.35,Encendida,80,True,21.0,58.7,128.94,88.7,2025-03-29
Halógena,75,8.47,Apagada,128,True,22.4,60.4,122.62,80.6,2025-05-05
Led,50,9.8,Fallando,145,True,22.8,77.5,125.12,56.6,2025-04-27
Halógena,50,9.85,Apagada,248,True,26.3,40.9,118.78,49.0,2025-02-11
Led,50,7.48,Encendida,280,False,28.3,46.3,93.54,58.8,2023-06-30
Halógena,50,6.0,Fallando,129,True,20.3,77.0,126.63,54.9,2025-06-22
Halógena,150,9.19,Apagada,266,True,33.7,63.1,97.87,75.9,2024-04-19
Incandescente,150,6.94,Apagada,285,True,23.9,57.5,128.97,33.7,2024-10-31
Halógena,75,9.82,Apagada,271,True,28.6,46.0,128.0,89.6,2024-09-06
Halógena,50,7.81,Apagada,281,False,23.4,52.6,118.44,60.4,2023-08-10
Led,50,6.9,Encendida,268,False,31.5,76.7,91.67,54.7,2025-05-22
Incandescente,75,8.27,Encendida,253,False,31.7,70.3,105.07,39.4,2023-07-06
Halógena,50,9.23,Encendida,272,True,29.1,43.2,114.77,48.1,2023-10-01
Halógena,50,8.41,Fallando,300,False,24.2,73.3,101.86,55.5,2025-01-07
Incandescente,75,9.18,Encendida,270,False,25.0,75.1,92.12,77.5,2025-04-17
Halógena,100,8.86,Encendida,222,True,30.0,44.0,129.23,33.9,2025-01-09
Incandescente,75,9.89,Encendida,203,True,32.1,45.5,121.65,78.9,2025-03-23
Incandescente,75,9.92,Apagada,297,False,35.0,76.5,97.33,55.6,2024-12-24
Halógena,100,8.36,Apagada,120,True,32.0,76.3,101.93,61.6,2024-07-16
Incandescente,100,9.13,Apagada,134,True,26.7,72.1,124.39,47.4,2023-09-19
Incandescente,75,7.9,Encendida,217,False,32.7,69.0,94.01,46.6,2024-07-02
Halógena,50,7.6,Encendida,151,True,20.9,45.6,116.29,69.5,2024-05-13
Halógena,75,7.38,Fallando,212,True,23.9,67.1,119.74,83.7,2024-11-19
Halógena,50,6.96,Encendida,153,False,32.0,57.6,98.88,66.1,2025-04-03
Halógena,150,8.2,Encendida,175,True,27.3,78.3,93.91,55.0,2024-04-20
Incandescente,100,7.24,Apagada,58,False,29.7,49.5,96.39,60.1,2023-07-16
Halógena,100,7.06,Apagada,70,False,33.8,43.9,114.1,37.1,2024-02-14
Halógena,75,6.99,Apagada,256,True,34.3,64.3,98.02,30.8,2024-11-17
Led,150,9.12,Encendida,108,False,21.3,56.0,99.55,65.2,2023-11-12
Halógena,150,9.27,Fallando,86,False,28.4,42.2,95.82,84.1,2024-01-24
Halógena,75,8.77,Apagada,99,True,33.3,49.4,110.98,54.1,2024-05-10
Led,75,7.72,Apagada,248,False,22.4,43.2,126.64,50.0,2024-12-16
Halógena,100,8.73,Encendida,183,True,31.4,49.2,115.33,47.1,2024-01-23
Halógena,50,6.61,Apagada,137,True,20.9,78.2,117.78,66.0,2024-09-21
Incandescente,75,7.88,Fallando,185,True,34.3,75.7,96.27,64.7,2024-06-22
Halógena,100,6.41,Encendida,139,True,34.6,61.9,121.87,51.9,2025-03-18
Halógena,100,8.79,Encendida,105,False,24.4,64.3,126.07,45.0,2025-04-01
Halógena,50,6.66,Encendida,267,False,22.0,69.6,102.97,46.3,2024-09-21
Halógena,50,8.98,Apagada,235,False,22.8,70.3,117.18,62.1,2025-04-27
Halógena,75,8.79,Encendida,94,True,31.0,77.7,95.98,71.5,2024-04-26
Halógena,75,7.22,Fallando,88,False,25.7,74.1,119.33,37.0,2023-10-22
Halógena,75,7.81,Fallando,220,True,32.6,41.2,108.52,72.1,2023-07-04
Led,75,9.38,Encendida,180,True,22.1,47.5,106.13,41.0,2025-04-07
Halógena,75,7.04,Apagada,88,True,20.1,74.2,120.39,85.1,2024-07-12
Halógena,75,6.24,Apagada,87,False,26.3,47.3,103.06,84.6,2025-03-20
Led,150,7.1,Encendida,255,True,28.9,53.3,102.14,38.9,2025-03-05
Halógena,100,7.69,Encendida,236,True,20.6,43.5,97.6,40.5,2024-05-14
Led,100,9.99,Encendida,161,True,21.8,80.0,111.8,33.5,2024-09-05
Halógena,50,9.48,Encendida,242,True,29.0,62.8,98.65,41.1,2024-04-09
Incandescente,50,6.02,Apagada,136,True,27.6,58.2,119.74,86.1,2024-02-29
Halógena,50,6.06,Encendida,149,True,33.7,62.7,111.18,50.5,2023-07-12
Incandescente,150,9.83,Encendida,51,False,20.9,66.6,121.03,67.7,2024-06-02
Led,50,8.65,Fallando,157,True,21.2,41.6,99.51,69.3,2024-07-28
Incandescente,50,6.31,Encendida,187,False,31.9,79.6,98.57,54.2,2024-04-16
Halógena,50,8.03,Encendida,156,False,34.6,43.3,90.6,85.7,2025-06-20
Incandescente,50,8.25,Encendida,200,True,29.3,55.4,96.19,54.9,2025-04-18
Halógena,50,6.17,Apagada,295,False,34.1,52.9,123.83,38.1,2023-07-04
Led,150,7.13,Fallando,150,True,32.4,41.1,100.25,37.3,2024-06-02
Halógena,75,9.38,Apagada,112,True,33.9,75.2,95.75,76.3,2024-01-05
Halógena,150,8.64,Encendida,234,True,34.6,73.0,98.89,55.2,2025-04-28
Led,100,7.14,Encendida,86,False,31.5,64.1,125.93,45.6,2025-02-02
Halógena,100,6.06,Encendida,262,True,27.6,47.3,127.88,52.3,2024-05-15
Led,75,6.86,Fallando,214,True,26.8,59.7,113.39,71.6,2025-05-12
Halógena,150,6.26,Encendida,162,True,30.1,44.2,125.54,77.9,2023-12-28
Incandescente,100,7.85,Encendida,239,True,28.3,52.9,117.75,83.4,2024-04-16
Halógena,75,9.04,Apagada,69,False,32.0,69.1,107.95,62.0,2023-10-13
Halógena,100,9.07,Apagada,220,False,20.9,61.4,128.59,88.7,2024-04-15
Halógena,100,8.26,Encendida,277,False,32.0,48.0,124.27,74.8,2024-03-17
Incandescente,150,7.45,Encendida,145,True,24.9,70.6,109.17,37.3,2024-10-25
Led,100,6.41,Encendida,151,True,34.1,56.8,122.21,64.0,2024-03-20
Incandescente,150,9.19,Apagada,251,True,27.5,74.2,123.67,71.9,2025-02-13
Halógena,100,6.49,Fallando,91,True,25.9,77.6,111.98,83.4,2023-11-17
Led,50,7.6,Encendida,294,True,28.0,75.1,123.12,43.0,2024-10-30
Halógena,75,6.14,Apagada,103,False,27.9,79.4,124.55,61.7,2024-12-09
Led,150,6.65,Encendida,249,False,23.8,74.0,94.64,88.3,2023-07-24
Led,100,9.74,Fallando,188,False,29.5,47.8,108.29,61.8,2025-01-10
Halógena,75,9.55,Encendida,88,True,34.8,60.0,92.91,48.8,2023-09-07
Halógena,150,9.18,Apagada,165,False,24.0,41.0,100.89,33.9,2024-10-11
Led,100,9.53,Encendida,68,True,32.9,42.7,107.18,49.4,2024-08-30
Led,75,7.06,Encendida,294,False,31.5,55.2,111.75,55.9,2024-02-08
Halógena,50,9.13,Encendida,229,False,24.6,74.0,106.06,68.3,2024-11-21
Led,100,6.18,Encendida,198,False,31.3,55.5,90.53,30.3,2025-06-09
Incandescente,50,6.34,Encendida,163,True,28.0,74.3,123.37,46.6,2025-03-06
Led,150,9.13,Encendida,222,False,28.2,70.7,117.62,32.2,2023-06-28
Halógena,100,9.79,Fallando,208,False,21.4,51.3,108.7,49.0,2025-05-27
Led,50,8.04,Apagada,174,False,20.7,58.5,97.72,42.1,2025-05-02
Halógena,100,9.87,Apagada,158,True,24.0,52.7,127.34,76.1,2024-01-14
Incandescente,50,7.4,Encendida,186,True,24.8,78.8,90.21,42.2,2023-11-06
Incandescente,50,6.85,Apagada,223,True,32.6,78.9,105.94,77.7,2023-07-25
Led,150,9.19,Encendida,202,False,22.6,40.5,90.46,72.1,2023-08-26
Halógena,100,6.82,Encendida,116,True,33.8,60.4,98.06,51.8,2023-12-15
Halógena,75,6.51,Apagada,125,True,20.3,70.1,129.22,41.1,2025-01-18
Halógena,75,9.78,Apagada,206,True,22.3,43.1,108.91,40.8,2025-02-21
Halógena,50,6.07,Encendida,240,False,23.0,60.1,104.17,55.5,2023-10-13
Incandescente,50,6.12,Encendida,201,True,29.8,53.9,100.1,46.8,2023-09-01
Halógena,50,9.17,Encendida,172,False,29.8,43.8,102.97,69.7,2024-05-10
Incandescente,100,9.83,Apagada,207,True,27.8,68.2,104.69,81.0,2024-09-29
Led,50,8.42,Fallando,68,False,24.9,43.7,101.33,45.4,2025-03-19
Halógena,50,7.97,Apagada,292,True,30.0,44.8,99.47,48.2,2024-08-16
Halógena,50,7.41,Encendida,230,False,23.3,69.8,99.17,52.3,2024-05-21
Halógena,100,6.88,Encendida,250,True,29.7,52.5,108.13,51.6,2024-07-29
Halógena,150,8.45,Encendida,212,True,20.9,62.6,109.36,30.5,2025-06-12
Halógena,100,8.55,Encendida,196,False,21.3,63.6,122.82,67.9,2024-03-14
Led,75,6.99,Encendida,292,True,28.4,41.2,104.0,60.1,2024-05-23
Halógena,75,6.02,Apagada,293,True,23.8,71.9,104.33,30.4,2024-01-21
Incandescente,75,7.59,Fallando,225,False,31.2,62.6,120.26,76.6,2024-12-08
Led,75,6.98,Apagada,163,False,28.7,72.3,129.99,83.5,2023-12-17
Halógena,150,7.19,Encendida,109,True,22.6,78.6,128.32,74.0,2025-06-09
Incandescente,150,9.57,Encendida,200,True,20.1,65.4,129.35,64.2,2023-07-28
Halógena,50,9.73,Fallando,215,False,30.5,47.0,109.32,45.1,2023-09-07
Halógena,50,7.04,Fallando,72,False,25.6,42.4,92.87,50.4,2024-06-07
Halógena,50,6.0,Fallando,90,True,27.9,46.6,109.3,71.9,2023-10-07
Halógena,100,7.04,Fallando,148,True,25.5,57.0,114.21,84.7,2023-10-17
Led,50,7.37,Fallando,189,True,27.3,76.0,103.24,37.9,2024-01-23
Halógena,75,6.3,Encendida,252,False,35.0,44.7,98.32,72.5,2024-11-10
Led,150,9.83,Apagada,175,True,33.8,64.4,99.66,30.7,2025-06-02
Incandescente,75,9.74,Encendida,186,False,29.0,50.1,94.56,39.0,2023-11-09
Halógena,150,8.42,Encendida,74,True,32.8,48.5,114.32,86.4,2025-05-23
Halógena,150,6.95,Encendida,235,False,23.0,78.1,115.05,58.6,2023-11-02
Halógena,150,8.29,Fallando,198,True,23.1,42.5,109.83,70.5,2025-04-03
Led,150,6.62,Encendida,56,False,20.7,76.1,100.82,71.5,2024-02-02
Halógena,150,9.69,Encendida,68,True,26.0,74.3,121.64,78.7,2024-04-18
Incandescente,150,9.07,Encendida,201,False,34.8,64.6,110.87,71.0,2023-10-14
Halógena,150,9.91,Encendida,72,True,25.0,75.7,106.79,64.0,2024-05-21
Led,150,8.47,Fallando,139,False,34.7,42.0,119.91,63.3,2023-11-19
Halógena,50,8.82,Encendida,70,False,26.1,62.4,116.67,86.1,2023-07-16
Halógena,50,8.38,Encendida,95,False,22.5,68.9,99.34,63.2,2024-07-17
Incandescente,100,6.53,Encendida,85,False,34.8,45.6,125.46,31.2,2025-05-19
Incandescente,75,6.24,Fallando,287,False,31.3,66.9,113.6,42.6,2025-04-18
Halógena,150,6.87,Apagada,217,False,27.5,53.4,111.05,75.7,2024-10-13
Halógena,150,7.53,Encendida,285,True,29.7,46.7,107.57,66.3,2023-07-23
Led,150,7.06,Encendida,270,True,21.3,63.4,95.13,39.1,2024-10-19
Led,100,9.1,Encendida,215,False,27.2,68.6,126.85,39.2,2025-01-23
Halógena,100,9.9,Apagada,185,True,27.2,71.7,95.32,40.6,2024-05-07
Halógena,150,9.06,Encendida,178,True,24.4,68.1,102.07,32.3,2024-04-03
Incandescente,100,6.84,Apagada,211,True,23.6,55.0,101.49,45.7,2023-08-22
Led,75,7.01,Apagada,65,False,20.7,42.2,117.89,37.5,2023-09-01
Incandescente,50,9.61,Fallando,276,False,23.5,57.1,93.99,31.7,2025-04-02
Incandescente,100,6.77,Encendida,177,False,25.1,52.6,115.28,32.9,2024-11-25
Led,150,7.77,Fallando,84,False,31.4,50.2,110.27,36.4,2023-08-09
Incandescente,50,7.25,Encendida,207,True,34.4,57.8,120.52,64.5,2025-04-04
Led,150,6.8,Fallando,55,True,20.4,75.0,123.08,66.8,2024-04-29
Led,75,9.63,Encendida,70,False,21.5,77.2,113.56,44.5,2025-03-16
Incandescente,75,9.55,Apagada,240,True,30.3,49.9,119.71,75.2,2024-11-15
Led,50,8.39,Encendida,241,False,21.0,45.7,114.71,31.9,2023-10-05
Halógena,150,7.84,Encendida,123,False,22.4,59.6,123.84,61.6,2025-03-10
Led,75,7.01,Apagada,88,False,29.0,59.9,99.75,84.9,2023-12-19
Incandescente,150,9.86,Apagada,299,False,23.7,49.2,90.97,89.9,2025-03-20
Incandescente,75,9.03,Encendida,284,True,23.1,44.0,94.21,73.9,2023-09-24
Incandescente,100,8.53,Encendida,112,False,28.0,67.4,122.61,62.5,2023-12-30
Halógena,50,7.01,Apagada,157,True,30.5,49.4,90.2,59.2,2023-08-22
Led,50,9.7,Encendida,135,False,29.9,66.4,127.11,70.8,2025-04-18
Incandescente,75,7.98,Apagada,121,False,32.9,58.9,123.33,84.5,2024-11-02
Halógena,75,6.18,Apagada,55,False,33.6,65.1,126.42,32.4,2024-12-12
Halógena,150,6.54,Encendida,281,False,21.7,57.8,98.49,68.3,2024-04-15
Halógena,75,9.5,Encendida,214,False,34.9,71.1,103.73,64.0,2025-01-10
Incandescente,100,6.98,Apagada,72,False,21.9,60.4,97.16,75.2,2025-05-14
Halógena,100,7.44,Encendida,276,True,33.1,56.5,108.93,49.0,2024-06-22
Halógena,50,6.88,Encendida,242,True,22.0,62.5,114.18,41.9,2023-07-03
Halógena,75,9.14,Apagada,185,False,24.4,47.8,116.42,45.8,2023-11-24
Incandescente,150,8.95,Encendida,277,False,30.6,58.6,96.69,40.9,2024-12-18
Halógena,50,6.25,Encendida,243,True,29.0,71.5,112.61,34.1,2025-01-30
Led,100,9.11,Apagada,160,False,22.3,61.6,108.47,80.4,2024-07-21
Incandescente,150,9.88,Fallando,242,False,25.3,76.5,119.86,52.6,2024-04-22
Halógena,150,8.86,Fallando,55,True,22.8,74.7,96.9,67.8,2025-02-12
Halógena,75,7.44,Encendida,72,False,28.3,53.9,112.81,42.4,2024-05-25
Halógena,50,8.87,Encendida,124,True,21.3,66.3,106.37,49.3,2024-12-25
Incandescente,75,6.1,Encendida,110,False,20.7,60.0,118.08,44.3,2025-03-16
Incandescente,50,7.26,Encendida,60,False,24.5,63.1,122.7,63.5,2024-05-20
Halógena,150,6.85,Encendida,142,False,32.4,50.1,90.14,63.8,2023-08-13
Led,75,7.31,Encendida,257,True,20.4,65.9,124.7,42.6,2023-12-21
Halógena,150,6.87,Apagada,230,True,20.9,70.1,108.21,61.5,2024-08-11
Led,75,9.89,Fallando,284,False,20.1,44.5,103.83,45.9,2024-09-18
Led,75,8.38,Encendida,251,False,24.9,56.6,100.33,80.2,2024-10-26
Incandescente,100,6.14,Apagada,258,True,26.6,77.0,126.76,43.7,2025-06-12
Halógena,100,7.62,Encendida,210,False,31.6,79.6,115.8,45.9,2025-05-22
Led,150,7.15,Apagada,170,True,20.6,64.5,110.78,44.2,2024-11-07
Halógena,75,9.77,Apagada,123,False,20.2,47.0,90.58,81.1,2023-11-07
Incandescente,50,7.5,Fallando,62,True,27.9,77.9,102.51,34.7,2023-08-06
Led,50,9.44,Apagada,106,False,30.6,61.4,119.44,86.6,2024-08-20
Halógena,150,7.09,Encendida,181,True,23.1,58.8,93.62,52.6,2023-07-26
Halógena,100,6.23,Apagada,272,False,21.5,47.9,98.52,31.8,2023-08-08
Halógena,50,7.21,Encendida,231,False,23.8,46.1,119.49,53.9,2023-08-23
Incandescente,150,9.48,Apagada,261,False,22.0,42.2,111.59,73.6,2024-10-10
Halógena,50,7.55,Encendida,207,True,30.8,70.3,104.66,57.3,2023-11-24
Incandescente,150,6.76,Encendida,222,False,20.1,43.7,97.79,54.6,2024-01-09
Halógena,150,9.46,Apagada,109,False,27.2,55.6,120.07,35.5,2024-09-22
Incandescente,100,6.2,Apagada,259,True,21.8,51.5,127.46,31.7,2023-08-21
Incandescente,150,9.27,Apagada,161,True,28.5,51.9,122.46,71.7,2024-12-20
Halógena,50,6.29,Apagada,187,True,32.7,56.3,123.12,56.9,2023-08-01
Halógena,100,7.06,Encendida,149,False,25.2,42.5,108.89,89.0,2023-09-24
Halógena,100,6.69,Encendida,61,False,29.3,66.7,93.71,66.2,2023-08-10
Halógena,150,9.44,Fallando,101,False,32.3,78.9,114.32,65.2,2023-09-10
Incandescente,50,7.83,Fallando,181,True,20.8,71.3,111.6,65.0,2024-03-02
Incandescente,150,7.95,Encendida,253,True,34.1,51.1,117.08,63.0,2023-10-30
Halógena,100,7.96,Apagada,186,False,22.6,53.0,104.92,59.8,2025-02-06
Halógena,150,9.33,Encendida,132,True,27.9,69.1,111.2,60.3,2025-05-04
Halógena,100,8.86,Apagada,202,False,24.3,44.3,92.07,68.4,2024-12-03
Halógena,150,9.78,Encendida,122,True,28.9,77.9,124.11,78.2,2024-08-31
Incandescente,50,6.72,Apagada,201,True,27.3,40.9,100.35,31.9,2025-03-19
Halógena,100,7.12,Encendida,205,True,29.9,69.0,98.83,72.8,2025-01-03
Halógena,100,9.1,Encendida,57,True,29.6,57.5,111.93,34.0,2024-06-22
Halógena,50,9.16,Encendida,104,True,34.3,63.6,121.49,47.9,2023-08-18
Incandescente,75,9.06,Encendida,229,False,30.9,57.0,111.32,46.0,2023-10-07
Led,150,9.53,Apagada,294,True,24.5,75.4,118.88,36.3,2025-03-11
Incandescente,150,7.98,Encendida,92,False,27.4,55.3,122.16,38.1,2023-08-22
Led,100,8.9,Fallando,248,True,22.2,45.0,121.55,65.6,2025-04-10
Incandescente,50,6.58,Apagada,210,True,32.9,60.6,93.91,67.2,2024-11-24
Halógena,100,7.83,Apagada,174,False,33.0,60.6,95.34,63.6,2025-01-21
Halógena,100,6.59,Encendida,294,False,26.3,40.0,110.78,58.5,2024-12-15
Halógena,75,6.24,Encendida,203,True,23.2,44.3,103.67,42.7,2024-08-30
Halógena,50,7.33,Fallando,50,False,25.6,68.2,128.02,38.1,2023-11-10
Led,75,9.13,Encendida,64,False,25.3,79.3,91.74,51.8,2023-07-10
Incandescente,50,8.78,Apagada,51,True,24.3,58.2,121.32,77.4,2024-03-02
Halógena,50,7.69,Fallando,297,False,23.3,73.8,124.26,82.8,2023-11-27
Led,100,6.38,Apagada,52,True,20.4,65.2,118.15,80.4,2025-02-09
Halógena,75,7.82,Fallando,111,True,34.7,52.0,91.82,83.5,2024-05-17
Halógena,50,7.93,Apagada,198,False,32.5,55.6,102.28,56.1,2024-03-25
Incandescente,50,6.88,Encendida,265,False,34.4,54.1,119.5,81.2,2023-08-13
Incandescente,100,6.12,Fallando,169,False,23.1,76.1,94.39,77.3,2025-03-25
Led,50,6.46,Encendida,271,True,22.8,74.5,112.01,68.8,2024-07-15
Incandescente,100,9.71,Encendida,137,False,22.6,71.2,99.99,76.1,2024-06-24
Halógena,75,9.05,Apagada,234,False,21.1,54.9,92.47,48.4,2023-07-13
Halógena,75,8.36,Encendida,211,False,26.2,73.1,94.12,35.3,2023-08-24
Halógena,150,6.27,Apagada,87,True,22.8,48.4,107.22,76.6,2024-01-13
Led,150,6.97,Fallando,254,False,23.1,51.1,95.5,35.9,2025-03-08
Incandescente,75,9.77,Encendida,255,True,28.7,49.0,109.89,43.2,2025-03-14
Led,150,6.32,Encendida,289,False,27.2,61.5,99.28,40.1,2023-07-12
Incandescente,100,7.03,Apagada,104,True,30.1,42.8,106.87,80.7,2025-01-31
Led,100,9.82,Apagada,118,True,25.6,48.6,116.37,65.1,2024-12-19
Incandescente,50,6.78,Encendida,291,False,33.4,52.5,122.48,79.6,2024-09-12
Led,150,7.42,Fallando,244,True,32.6,61.1,129.93,61.5,2025-05-20
Incandescente,50,8.45,Encendida,92,False,26.4,76.0,99.04,52.4,2024-06-16
Incandescente,50,7.51,Apagada,270,False,34.9,66.8,91.47,80.0,2023-08-01
Halógena,50,8.15,Fallando,119,False,22.4,41.5,117.38,55.1,2024-01-25
Halógena,50,8.42,Apagada,229,True,27.5,60.1,113.86,34.3,2024-05-31
Incandescente,100,8.51,Apagada,281,False,27.3,56.7,102.34,51.6,2024-06-11
Halógena,75,6.78,Encendida,91,False,23.4,49.6,113.85,79.0,2023-12-19
Led,150,8.74,Encendida,68,False,33.8,42.0,94.78,75.3,2024-01-12
Incandescente,75,9.26,Apagada,148,False,27.0,41.5,116.27,88.5,2025-05-31
Halógena,75,6.93,Apagada,121,True,29.6,71.6,102.24,34.1,2024-02-11
Incandescente,75,8.66,Encendida,117,False,20.0,71.6,116.48,30.4,2025-04-02
Halógena,100,8.49,Encendida,220,False,30.2,63.9,97.52,65.0,2023-12-02
Halógena,75,6.29,Encendida,205,False,22.7,79.5,126.84,30.5,2025-04-08
Halógena,100,7.94,Encendida,65,True,31.2,60.5,105.62,58.6,2024-05-21
Halógena,150,7.19,Encendida,169,True,32.6,53.9,95.22,86.8,2024-04-02
Incandescente,150,9.42,Encendida,220,True,29.6,49.7,121.38,53.8,2024-04-10
Halógena,100,7.39,Fallando,241,False,30.5,65.3,124.5,88.0,2024-09-27
Halógena,75,8.31,Fallando,120,False,26.1,79.8,95.28,81.3,2023-10-01
Halógena,150,6.61,Encendida,297,False,32.3,43.8,117.4,78.2,2023-11-03
Incandescente,100,7.75,Apagada,216,True,33.7,62.8,115.71,75.7,2024-06-01
Incandescente,75,7.85,Encendida,251,False,33.4,42.6,124.36,64.8,2024-03-04
Halógena,75,8.1,Encendida,161,True,28.2,40.7,119.08,53.0,2024-01-04
Led,75,6.6,Encendida,195,False,20.7,73.0,107.76,30.9,2023-08-29
Halógena,50,6.86,Encendida,60,False,28.2,53.5,111.72,85.1,2024-08-25
Halógena,100,8.76,Fallando,60,False,24.7,69.4,121.69,58.8,2023-09-08
Incandescente,50,9.53,Fallando,100,True,26.4,68.7,95.03,45.2,2024-03-20
Incandescente,75,9.52,Encendida,52,False,30.6,64.3,129.3,49.1,2024-10-17
Halógena,50,9.98,Fallando,132,True,26.0,76.5,106.43,57.9,2025-04-08
Halógena,75,8.13,Apagada,234,False,24.1,54.2,92.34,89.4,2024-09-16
Incandescente,75,6.73,Encendida,198,False,33.0,72.2,117.9,47.4,2024-12-04
Halógena,100,8.54,Apagada,171,True,32.1,71.3,114.87,75.5,2023-09-12
Halógena,150,9.68,Apagada,239,False,28.3,53.3,111.76,47.0,2024-08-13
Halógena,100,6.76,Apagada,118,True,28.7,70.9,96.9,42.7,2025-02-24
Halógena,75,9.87,Apagada,225,False,34.2,74.7,117.48,73.0,2023-10-16
Halógena,50,6.02,Apagada,171,True,30.2,57.7,111.24,40.6,2023-07-23
Led,75,6.99,Apagada,237,False,33.0,50.5,123.23,55.3,2025-05-06
Halógena,75,6.45,Encendida,89,True,34.0,65.6,112.74,70.7,2023-09-06
Incandescente,50,6.07,Encendida,283,True,21.2,71.9,114.37,83.9,2023-08-27
Halógena,75,6.9,Apagada,77,True,20.3,67.8,119.11,77.9,2023-10-31
Incandescente,50,7.55,Fallando,248,False,23.9,65.7,114.28,83.3,2024-10-23
Halógena,150,7.18,Apagada,200,True,27.2,59.8,124.78,83.3,2023-07-19
Halógena,75,6.72,Encendida,153,False,24.4,46.4,104.55,66.9,2024-07-02
Incandescente,150,8.76,Encendida,152,True,34.0,77.2,112.21,48.5,2025-06-11
Halógena,150,8.31,Encendida,184,True,29.6,60.2,98.46,81.5,2024-01-05
Halógena,50,9.33,Apagada,210,False,20.8,43.8,113.26,80.7,2025-02-09
Led,75,7.47,Apagada,293,False,31.0,74.3,129.61,75.8,2025-05-10
Led,100,9.02,Apagada,75,True,25.9,48.7,94.73,59.4,2024-06-04
Led,50,6.01,Fallando,72,True,33.8,46.2,106.64,53.7,2025-06-02
Halógena,150,7.14,Encendida,211,True,20.3,72.8,123.58,57.2,2025-02-13
Halógena,75,9.65,Encendida,229,False,26.8,43.1,116.87,86.3,2024-12-24
Halógena,75,8.76,Encendida,69,True,22.7,48.1,108.33,43.9,2025-02-07
Halógena,50,9.28,Fallando,294,False,21.0,56.8,119.55,76.3,2025-03-23
Halógena,75,7.33,Encendida,281,True,21.8,51.1,111.64,82.4,2024-09-02
Led,150,7.65,Apagada,105,False,25.5,45.7,99.14,82.4,2024-01-06
Incandescente,100,7.13,Apagada,172,True,22.6,70.5,119.59,34.4,2025-01-14
Incandescente,50,8.43,Encendida,121,False,31.4,68.0,102.13,59.5,2024-12-03
Led,100,6.43,Encendida,107,True,27.9,44.2,100.3,31.1,2025-05-29
Halógena,100,9.91,Encendida,208,True,33.0,67.6,127.16,65.1,2024-12-19
Led,50,8.48,Fallando,244,False,26.8,69.0,122.54,61.8,2023-08-10
Halógena,100,8.47,Apagada,90,False,20.2,73.2,127.63,64.6,2023-12-11
Led,75,6.79,Encendida,173,False,31.2,63.2,100.99,36.2,2023-11-18
Led,50,7.52,Encendida,287,False,26.4,74.1,121.29,88.2,2024-12-21
Incandescente,50,7.41,Encendida,184,True,27.4,54.1,113.05,68.0,2023-12-18
Halógena,50,9.45,Encendida,140,False,28.6,66.8,93.18,87.2,2024-12-16
